@relation "./files_to_convert\2018-EI-reg-Es-sadness-train.txt"

@attribute id string
@attribute tweet string
@attribute emotion string
@attribute score numeric

@data
"2018-Es-03596"," Necesitaria que alguien me salve la.noche por qué caigo en depresión un poco mas ","sadness", 0.792
"2018-Es-02120"," Qué rabia que tengo y me tengo que ir a cosooo ","sadness", 0.625
"2018-Es-01410"," tonum me responden la hist de ig como si hubiera echo algo grave lloro JSJAJAJ ","sadness", 0.396
"2018-Es-03216"," No sé de dónde sale estar salty porque Steve Carrell no ha ganado ningún Emmy por The Office pero estoy num % indignada yo también . ","sadness", 0.417
"2018-Es-02164"," Cómo me enferrrman estás cosasss ","sadness", 0.521
"2018-Es-03426"," Agradecemos a @username y a @username expresar la indignación ante la llegada mal y tarde del Gobierno al compromiso con #refugiados ","sadness", 0.413
"2018-Es-03597"," PATRI ME HA ABANDONADO ","sadness", 0.625
"2018-Es-05969"," Hay cosas que no quiero volver a repetir y me toca soñarlas ","sadness", 0.705
"2018-Es-06946"," Que pena pero a mi nadie tiene porque reclamarme las polas qué me tome ! ","sadness", 0.417
"2018-Es-00877"," aunque estoy muerta y quiero dormir mil años, voy a extrañar tanto la rutina de levantarse temprano para excursiones ","sadness", 0.604
"2018-Es-03269"," Mi cerebro está cansado ","sadness", 0.396
"2018-Es-06543"," Fav si Heroes te dio nostalgia cuando la tocó King Crimson . ","sadness", 0.413
"2018-Es-00767"," Timi y si gringi di cimpi 😂 Han cansado hoy ","sadness", 0.333
"2018-Es-03272"," Aveces me coloco a ver películas sin ninguna razón para poder llorar tranquilo y no me pregunten el por que . ","sadness", 0.771
"2018-Es-04363"," No tengo números,tengo sensaciones(Brancatelli).Si fuera meteorólogo diría q va a llover xq le duelen los callos.Q serio #JuevesIntratable","sadness", 0.354
"2018-Es-06795"," ... indicativos de inteligencia y experiencia adquiridas por malas situaciones, lamentable, pero aun así, totalmente necesarias...","sadness", 0.646
"2018-Es-06336"," Lamentable pérdida la de Chester Bennigton vocalista de Linkin Park QEPD . ","sadness", 0.771
"2018-Es-02200"," 「 @username 」 « momento entendió que quería batirse en duelo con ella . Frunció el ceño al ver sus gestos mirando al cielo apuntando con la » ","sadness", 0.479
"2018-Es-00967"," @username No, sigue siendo una pesadilla..","sadness", 0.542
"2018-Es-03763"," Que dia del amigo mas aburrido pase ","sadness", 0.542
"2018-Es-02208"," fa ya se hizo un año .. si hubiera sabido que estabas te tendría conmigo ","sadness", 0.543
"2018-Es-05998"," @username Fuera de joda si vi a tu hermana, vos sos la unica amargada que no sale nunca!!","sadness", 0.493
"2018-Es-06074"," @username Ya estoy cansada de llorar,ya quiero q se acabe está pesadilla ,que desgracia el día q Chávez dijo por ahora .","sadness", 0.913
"2018-Es-01411"," FLORES VOTA EN CONTRA LA LEY SI LO ÚNICO QUE DEFIENDE ES A SU MENTOR POLÍTICO EL CHICO ZALDÍVAR A QUIEN NO SOPORTO VERLO LLORAR ","sadness", 0.542
"2018-Es-04257"," @username Nosotros a pesar de ser invisibles ; en.mi caso te amamos por tu autenticidad ! ! Adelante ; la Armada te respalda ... je . 😉 ","sadness", 0.250
"2018-Es-05744"," ¡ VIDA, QUÉ QUIERES DE MÍ! ¡YA NO TENGO NADA MÁS QUE VOMITAR! ","sadness", 0.604
"2018-Es-03568"," Que triste que me subestimes así ( que triste que no me tengas tantito miedo ) . #Depresión ","sadness", 0.854
"2018-Es-04530"," Cpn lo grave y preocupante que es la herida de Jaemin se burlan así lpm my boy deserves better ","sadness", 0.583
"2018-Es-06571"," Sentir como un terrible vacío en el pecho, lo peor💔","sadness", 0.917
"2018-Es-05243"," @username Es que esto es mucho ya wey nomms por eso pongo esto tipo de cosas ","sadness", 0.435
"2018-Es-04265"," Yo sé que no me ha dado sueño porque estoy indignado . ","sadness", 0.604
"2018-Es-05794"," @username Lamentablemente la afinidad ideológica de la mayoría de los partidos de la MUD, los conlleva serles funcional al PSUV.","sadness", 0.521
"2018-Es-00081"," @username deja de llorar #rayito ! ! ! ","sadness", 0.674
"2018-Es-01975"," @username @username Que triste noticia ! Una gran pérdida :( ","sadness", 0.854
"2018-Es-03292"," @username El mejor hashtag que nunca vi ! Jajaja #MejorSacarRapido #PorLasDudas ","sadness", 0.188
"2018-Es-03189"," Se enojo por que le hacerte el nombre 😂 😂 ","sadness", 0.333
"2018-Es-01693"," Hay pelís q deberían venir con un “ no recomendado para gente sensible ” al igual q hacen con la edad #Manchesterfrentealmar #pena #angustia 🔄 ","sadness", 0.458
"2018-Es-04994"," Estoy muy indignado, ellos estan ebrios y flayean que yo estoy ebrio y no me dejan tomar, alta familia","sadness", 0.563
"2018-Es-05158"," @username Wuajajaja es que ya me había aburrido esa ! 😂 😂 😂 ","sadness", 0.174
"2018-Es-02563"," Uy lpm que miedo, espero que no sea nada grave","sadness", 0.583
"2018-Es-06279"," @username tengan la gentileza de reparar el servicio de internet en mi casa ! Es terrible que todos los días tenga problemas con la conexión ","sadness", 0.438
"2018-Es-06854"," Pues nada, 2016-2017 deprimida re cayendo en el alcohol y aquí sigo...soy maricona, ahora hago ejercicio para estar bien 😅","sadness", 0.813
"2018-Es-03197"," Toy re triste me dejan ","sadness", 0.750
"2018-Es-00984"," « daño que le hiciera a pesar de ser un crío desde su punto de vista . Ni cómo podía acabar . Volvió a pegarle una vez más, esta vez en la »","sadness", 0.500
"2018-Es-03550"," #BetoASaber . Animarles Guzmán tirarse abajo economía política crear caos con su terrorismo y dar pasó a la privatización . del Perú ","sadness", 0.500
"2018-Es-04038"," Pesa mas la #rabia q el #cemento ","sadness", 0.521
"2018-Es-03739"," Te necesito en mi vida ","sadness", 0.674
"2018-Es-06048"," Hace num años desde la última vez ... y OMG, pánico escénico!!!","sadness", 0.375
"2018-Es-05985"," ¿ Sabéis el pulpo de buscando a Dory ? ¿ Recordáid que le faltaba un tentáculo y que vivía totalmente amargado y resentido ? ","sadness", 0.542
"2018-Es-03896"," Odio ser tan llorona ","sadness", 0.696
"2018-Es-01221"," Que tu primer dia no sea en el cumbres esta muy triste . ","sadness", 0.875
"2018-Es-00696"," @username Siii, súper triste 😩","sadness", 0.771
"2018-Es-05509"," @username deberías de hacer una resolana que dure num horas, o en lo que amanece, pues ya me da temor en la noche y no puedo dormir 😟","sadness", 0.565
"2018-Es-04635"," HOLAA, TE VI CAMINANDO EN LO OSCURO SOLA, EN ESTE JUEGO TU TIENES LA BOLA, QUIERO COMERTE COMPLETITA TODAA, QUIERO COMERTE COMPLETITA SOLAAA","sadness", 0.182
"2018-Es-01894"," Estoy cansado de estar en mi casa haciendo nada, necesito trabajar.","sadness", 0.479
"2018-Es-04514"," Cuando tembló lo que recuerdo es que estaba en el metro, mis amigos y yo nos tomamos de los brazos 💜 si eso no es amistad no se que es 😢","sadness", 0.542
"2018-Es-05959"," @username Eres una increíble persona ","sadness", 0.167
"2018-Es-06246"," @username Siendo así tendría que decir soy terrible ","sadness", 0.583
"2018-Es-03085"," Amar la soledad hasta el fin del mundo ","sadness", 0.542
"2018-Es-06391"," La melancolía de morir en este mundo y de vivir sin una estúpida razón . ","sadness", 0.833
"2018-Es-06649"," que lindo va a ser desactivar la alarma de las num am por dos semanas ","sadness", 0.250
"2018-Es-05246"," @username Es lamentable tanto odio inoculado de la derecha fascistas ! por eso NO VOLVERAN ! ","sadness", 0.625
"2018-Es-01747"," No estaría nada mal, unas caricias y unos besos que hagan contra peso al cansancio :/","sadness", 0.542
"2018-Es-03792"," @username Sii 😂 💔, eso si es incómodo Ash 😂😂","sadness", 0.260
"2018-Es-03511"," curao d espanto,","sadness", 0.417
"2018-Es-04952"," num:num y yo sin poder dormirme, lpm ","sadness", 0.380
"2018-Es-04204"," @username Giles nomas jajajaj que onda vos, aburrido alla(?","sadness", 0.167
"2018-Es-05801"," Hay veces q me dan ganas de rajarme un tiro de lo salame q soy 😤 ","sadness", 0.646
"2018-Es-06132"," #Maracaibo me huele a peligro . Alguien sabe porque los comando de la GNB están vacíos ? Y muchos saqueados . ","sadness", 0.438
"2018-Es-05840"," Me puse a llorar de mal y después paraba enojada y decia soy fuerte . Que onda Es como si el diablo me quiere mal y Dios me dice no caigas ❤ ","sadness", 0.833
"2018-Es-05287"," uy dios solo porque estoy 💍 no me lo quiere decir, lo odio😠","sadness", 0.583
"2018-Es-03586"," Thian no me suelta y quiero ir a fumar un cigarro ","sadness", 0.479
"2018-Es-03314"," La parte en la que Clegane le dice No engañas a nadie con ese rodete . Calvo de mierda 😂 😂 😂 yo estaba llorando ","sadness", 0.542
"2018-Es-06276"," Genial, depresión y bulimia.  Qué más #peña que más...!","sadness", 0.833
"2018-Es-00270"," Quiero ponerme trenzas de nuevo 😭 ","sadness", 0.354
"2018-Es-06622"," Este es un mensaje encriptado y sólo las personas con coeficiente intelectual lo pueden leer . ","sadness", 0.310
"2018-Es-05296"," jajajajajaj seguimos resentida ? ? ","sadness", 0.196
"2018-Es-05717"," Los antidepresivos buscan sacar a la persona del potencial peligro que implica la depresión mayo ( la ideación suicida ) . Sin embargo,(1/2)","sadness", 0.500
"2018-Es-00759"," @username Ah no, se viene contigo? ","sadness", 0.292
"2018-Es-00483"," @username @username Tristemente lo dudo . ","sadness", 0.688
"2018-Es-00836"," La ironía que amo las plantas y nunca me regalaron ni un ramo de flores cortado de una alguna casa #Tristeza ","sadness", 0.750
"2018-Es-02922"," @username @username Porqué negó vínculos con apristas a pesar de las fotos ? Si nada debe o teme ? ","sadness", 0.396
"2018-Es-02931"," Me tiene cansada, te deseo lo peor pero yerba mala no muere 😠","sadness", 0.604
"2018-Es-04049"," No me tientes Santanaaasss ","sadness", 0.304
"2018-Es-06106"," @username Música para mis oidos, a pesar del gol aldo nos hace lentos y poco sorpresivos","sadness", 0.348
"2018-Es-00134"," Practiquen el derecho y la justicia . Libren al oprimido del poder del opresor . - Jeremias num:num ","sadness", 0.292
"2018-Es-02408"," Estoy viendo un especial de Linkin Park y no tenía la menos idea de el motivo de eso . Que lamentable 😔 😑 ","sadness", 0.708
"2018-Es-01358"," Ya me arrepentí de haber mandado ese mensaje . 😟 ","sadness", 0.604
"2018-Es-06700"," No hay mal que dure num años ni cuerpo que lo aguante ! ! ! Gracias a muchos por su preocupación 😽 😽 😽 ","sadness", 0.292
"2018-Es-01652"," @username A pesar de ser chivista, si es buen jugador lo que pasa es que falla demasiadas, le falta ser un poco autocrático y humilde.","sadness", 0.292
"2018-Es-03626"," ¿ Por qué los zancudos me persiguen ? 🙁 ","sadness", 0.313
"2018-Es-03228"," Muchos de los que opinan sobre la detención de Lula luego defienden a voz en cuello la no injerencia en asuntos extranjeros . ","sadness", 0.409
"2018-Es-05692"," @username Si, la depresión es terrible y cuando la padeces cualquier cosa por insignificante que sea va afectando a tu mundo 😔","sadness", 0.854
"2018-Es-04153"," @username Y van por Zampedri parece ... tremendo num ","sadness", 0.313
"2018-Es-02794"," Nada más triste que no tener a quien dedicarle tus goles . ","sadness", 0.717
"2018-Es-05105"," A pesar de tantos enojos, y dolores de cabeza hay alguien que esta ahí para hacerte reír al final del día 😍","sadness", 0.386
"2018-Es-05312"," Dos inyecciones mas 😥 ","sadness", 0.458
"2018-Es-00761"," OJO QUE SE VIENE LA VENGANZA ","sadness", 0.396
"2018-Es-03137"," Hasta los webs de tanta burocracia, comisiones y getismo en general. Dan ganas de hacer de Michael Douglas en Un día de furia...","sadness", 0.583
"2018-Es-03997"," Y me acuerdo que a veces me daba rabia pq no me hablaba, pasaba semanas ignroada por el pndejo y luego no recuerdo pq nos hicimos más unidos","sadness", 0.688
"2018-Es-03353"," tenía re abandonado twitter literal 😂 😂 ","sadness", 0.313
"2018-Es-06853"," Mi sobrina sigue en cama . No ha comido en varias horas . Parece que la energía del cuerpo se le ha ido . La luz le molesta un poco . #tristeza ","sadness", 0.896
"2018-Es-01392"," He notado que cuando tengo depresión no puedo dejar de comer, me agarra ansiedad","sadness", 0.708
"2018-Es-00911"," EN SERIO TANTO ME VAS A COLGAR DIOS ","sadness", 0.625
"2018-Es-06331"," weonnn, weooooon, WEOOOOOOOOOOOOOOOOOON EL DIECIOCHO YA PASÓ ","sadness", 0.196
"2018-Es-06790"," @username Yo vivo buscando sus canciones en live para llorar . Es que ella es otra cosa, su voz es perfecta. Y sus letras, todo.","sadness", 0.667
"2018-Es-00380"," @username < espalda del rubio, la cuál probablemente estaría marcada, pero ni con eso logró sofocarlo pues un gruñido salió de sus >","sadness", 0.370
"2018-Es-01972"," @username cuando VOS y todos los q te acompañan convivan con una criatura con tdah recién ahí voy a aceptar que abran la boca dan #pena ","sadness", 0.479
"2018-Es-06661"," @username @username Déjalo, está aburrido... 🙄","sadness", 0.417
"2018-Es-03479"," Lamentablemente ... Esto ya llegó a su fin . — Sí, está cantando. —  Lamentablemente... ya ni me acuerdo de ti.","sadness", 0.792
"2018-Es-05103"," @username Yo si decia porque se habian perdido los days ","sadness", 0.396
"2018-Es-02904"," @username pero no estoy llorando ahre ","sadness", 0.522
"2018-Es-06162"," Sin ofender pero, representas todo lo que desprecio en el mundo.","sadness", 0.771
"2018-Es-05318"," @username @username La ultima temporada de esa serie no me gustó 😢 ","sadness", 0.479
"2018-Es-01103"," De los num tp que dio la de matemáticas para el numdo trimestre solo entregue num 😂 Matemática a diciembre ya te siento ","sadness", 0.271
"2018-Es-05288"," @username Lamentablemente esto es lo que se está visualizando para el num . ","sadness", 0.500
"2018-Es-00656"," Bueno ... todos son unos malditos idiotas . Ya entiendo el resentimiento #Feminazi ","sadness", 0.500
"2018-Es-05631"," características quieren gobernar a la República Bolivariana de Venezuela, incluyendo el terrible racismo que poseen. Sean responsables de","sadness", 0.543
"2018-Es-02843"," @username < Elisabeth había peleado . El espejo estaba hecho añicos, y varios tramos del suelo se habían manchado de sangre. Segundo >","sadness", 0.521
"2018-Es-04122"," Jajajaja de lejos veía a Fran re desesperado por ver a los chicos 😝 ","sadness", 0.229
"2018-Es-06665"," Estoy viendo fotos de cuando era flaca, por llorar y comiendo un kit kat","sadness", 0.604
"2018-Es-02145"," Por la chucha ya empezaron las noches calurosas 😥 ","sadness", 0.524
"2018-Es-04556"," The radio need to stop playing all these sad songs . Ni tengo novio pero aqui estoy llorando por el . ","sadness", 0.708
"2018-Es-03924"," Por trágica noticia, puse a profundizar un cachito, como para hablar con propiedad. Conclusión es la misma: qué completa mierda Linkin Park.","sadness", 0.563
"2018-Es-01961"," @username Muy lamentable, 😭","sadness", 0.729
"2018-Es-05712"," Quiero café, pero el café de tus ojos, del claro, porque ese oscuro me da dolor de cabeza...","sadness", 0.438
"2018-Es-02347"," Que aburrida vida tengo ","sadness", 0.583
"2018-Es-05861"," Eso para vos no es un insulto ? ","sadness", 0.313
"2018-Es-05192"," Escuché una canción re lindaa y cuando voy a ver la traducción es re depresiva mal, weno","sadness", 0.717
"2018-Es-01043"," @username ¿ Cuál es la pelea ? Jajajajajaja la chismosa . ","sadness", 0.063
"2018-Es-03068"," aliade : las mujeres son x si solas no x un hombre sí al poder de decisión 💪 * se entera de que tienes novi * aliade : bua m enfado y no rspiro ","sadness", 0.409
"2018-Es-03652"," amo porque yo soy re tímida pero en el boliche me pones música y bailo con quien sea ","sadness", 0.208
"2018-Es-06008"," Quiero que mi hermana mire el internado y no quiere, es una soreta.. 😭","sadness", 0.479
"2018-Es-05680"," Y si mejor considero todo otra vez ... por que esto se está volviendo un ciclo ","sadness", 0.563
"2018-Es-06757"," Imagino la indignación, preocupación y rabia de turistas que eligieron Perú para disfrutar y al final pasarla mal. La indiferencia es peor.","sadness", 0.620
