@relation lexicons/arabic/translated_from_english/text_lexicons_without_instructions_etc/bingliu_ar.txt

@attribute english string 
@attribute arabic string
@attribute buckwalter string
@attribute sentscore numeric 

@data
"fiery","ناري","nAry",1
"fine","غرامة","grAmp",1
"fine-looking","مظهر جميل","mZhr jmyl",1
"finely","ناعما","nAEmA",1
"finer","أدق","Adq",1
"finest","أروع","ArwE",1
"firmer","أكثر حزما","Akvr HzmA",1
"first-class","الصف الأول","AlSf AlAwl",1
"first-in-class","من الدرجة الأولى في","mn Aldrjp AlAwly fy",1
"first-rate","من الطراز الأول","mn AlTrAz AlAwl",1
"flashy","مبهرج","mbhrj",1
"flatter","تملق","tmlq",1
"flattering","طرى","Try",1
"flatteringly","flatteringly","flatteringly",1
"flawless","بلا عيب","blA Eyb",1
"flawlessly","لا تشوبه شائبة","lA t$wbh $A}bp",1
"flexibility","مرونة","mrwnp",1
"flexible","مرن","mrn",1
"flourish","تزدهر","tzdhr",1
"flourishing","مزدهر","mzdhr",1
"fluent","فصيح","fSyH",1
"flutter","رفرفة","rfrfp",1
"fond","مغرم","mgrm",1
"fondly","بولع","bwlE",1
"fondness","ولع","wlE",1
"foolproof","سهل جدا","shl jdA",1
"foremost","في المقام الأول","fy AlmqAm AlAwl",1
"foresight","بصيرة","bSyrp",1
"formidable","هائل","hA}l",1
"fortitude","جلد","jld",1
"fortuitous","تصادفي","tSAdfy",1
"fortuitously","مصادفة","mSAdfp",1
"fortunate","محظوظ","mHZwZ",1
"fortunately","لحسن الحظ","lHsn AlHZ",1
"fortune","ثروة","vrwp",1
"fragrant","عبق","Ebq",1
"free","حر","Hr",1
"freed","حررت","Hrrt",1
"freedom","حرية","Hryp",1
"freedoms","الحريات","AlHryAt",1
"fresh","طازج","TAzj",1
"fresher","أعذب","AE*b",1
"freshest","الطازجة","AlTAzjp",1
"friendliness","صداقة","SdAqp",1
"friendly","ودود","wdwd",1
"frolic","مرح","mrH",1
"frugal","مقتصد","mqtSd",1
"fruitful","مثمر","mvmr",1
"ftw","FTW","FTW",1
"fulfillment","تحقيق","tHqyq",1
"fun","مرح","mrH",1
"futurestic","futurestic","futurestic",1
"futuristic","مستقبلية","mstqblyp",1
"gaiety","فرح","frH",1
"gaily","بمرح","bmrH",1
"gain","ربح","rbH",1
"gained","اكتسبت","Aktsbt",1
"gainful","مربح","mrbH",1
"gainfully","بأجر","bAjr",1
"gaining","كسب","ksb",1
"gains","مكاسب","mkAsb",1
"gallant","شجاع","$jAE",1
"gallantly","بشجاعة","b$jAEp",1
"galore","وافر","wAfr",1
"geekier","geekier","geekier",1
"geeky","العبقري غريب الأطوار","AlEbqry gryb AlATwAr",1
"gem","جوهرة","jwhrp",1
"gems","الأحجار الكريمة","AlAHjAr Alkrymp",1
"generosity","كرم","krm",1
"generous","كريم","krym",1
"generously","بسخاء","bsxA'",1
"genial","لطيف","lTyf",1
"genius","عبقرية","Ebqryp",1
"gentle","لطيف","lTyf",1
"gentlest","ألطف","AlTf",1
"genuine","حقيقي","Hqyqy",1
"gifted","موهوب","mwhwb",1
"glad","سعيد","sEyd",1
"gladden","فرح","frH",1
"gladly","بكل سرور","bkl srwr",1
"gladness","فرح","frH",1
"glamorous","فاتن","fAtn",1
"glee","طرب","Trb",1
"gleeful","جذلان","j*lAn",1
"gleefully","بابتهاج","bAbthAj",1
"glimmer","وميض","wmyD",1
"glimmering","بريق","bryq",1
"glisten","تلألأ","tlAlA",1
"glistening","لامعة","lAmEp",1
"glitter","لمعان","lmEAn",1
"glitz","هذه الواجهة","h*h AlwAjhp",1
"glorify","مجد","mjd",1
"glorious","مجيد","mjyd",1
"gloriously","رائع","rA}E",1
"glory","مجد","mjd",1
"glow","توهج","twhj",1
"glowing","متوهج","mtwhj",1
"glowingly","بتوقد","btwqd",1
"god-given","هبها الله-","hbhA Allh-",1
"god-send","الله ارسل","Allh Arsl",1
"godlike","إلهي","Alhy",1
"godsend","مصادفة سعيدة","mSAdfp sEydp",1
"gold","الذهب","Al*hb",1
"golden","ذهبي","*hby",1
"good","حسن","Hsn",1
"goodly","وسيم","wsym",1
"goodness","صلاح","SlAH",1
"goodwill","شهرة المحل","$hrp AlmHl",1
"goood","GOOOD","GOOOD",1
"gooood","GOOOOD","GOOOOD",1
"gorgeous","رائع","rA}E",1
"gorgeously","رائع","rA}E",1
"grace","نعمة","nEmp",1
"graceful","رشيق","r$yq",1
"gracefully","برشاقة","br$Aqp",1
"gracious","كريم","krym",1
"graciously","بسماحة","bsmAHp",1
"graciousness","رشاقة","r$Aqp",1
"grand","كبير","kbyr",1
"grandeur","عظمة","EZmp",1
"grateful","شاكر","$Akr",1
"gratefully","مع الشكر","mE Al$kr",1
"gratification","متعة","mtEp",1
"gratified","بالامتنان","bAlAmtnAn",1
"gratifies","يمتع","ymtE",1
"gratify","كافأ","kAfA",1
"gratifying","ممتع","mmtE",1
"gratifyingly","gratifyingly","gratifyingly",1
"gratitude","شكر","$kr",1
"great","عظيم","EZym",1
"greatest","أعظم","AEZm",1
"greatness","عظمة","EZmp",1
"grin","ابتسامة","AbtsAmp",1
"groundbreaking","الرائد","AlrA}d",1
"guarantee","ضمان","DmAn",1
"guidance","توجيه","twjyh",1
"guiltless","برئ","br}",1
"gumption","التضميغ","AltDmyg",1
"gush","تدفق","tdfq",1
"gusto","ميل","myl",1
"gutsy","جريء","jry'",1
"hail","وابل","wAbl",1
"halcyon","القاوند طائر","AlqAwnd TA}r",1
"hale","معافى","mEAfy",1
"hallmark","سمة مميزة","smp mmyzp",1
"hallmarks","بصمات","bSmAt",1
"hallowed","مقدس","mqds",1
"handier","أكثر فائدة","Akvr fA}dp",1
"handily","بسهولة","bshwlp",1
"hands-down","اليدين باستمرار","Alydyn bAstmrAr",1
"handsome","وسيم","wsym",1
"handsomely","رائع","rA}E",1
"handy","في المتناول","fy AlmtnAwl",1
"happier","أسعد","AsEd",1
"happily","بسعادة","bsEAdp",1
"happiness","سعادة","sEAdp",1
"happy","سعيد","sEyd",1
"hard-working","العمل الجاد","AlEml AljAd",1
"hardier","أكثر صلابة","Akvr SlAbp",1
"hardy","قوي","qwy",1
"harmless","غير مؤذية","gyr mW*yp",1
"harmonious","متناغم","mtnAgm",1
"harmoniously","وئام","w}Am",1
"harmonize","توافق","twAfq",1
"harmony","الانسجام","AlAnsjAm",1
"headway","تقدم","tqdm",1
"heal","شفاء","$fA'",1
"healthful","صحي","SHy",1
"healthy","صحي","SHy",1
"hearten","شجع","$jE",1
"heartening","مشجع","m$jE",1
"heartfelt","صادر من القلب","SAdr mn Alqlb",1
"heartily","بمودة","bmwdp",1
"heartwarming","الحميم","AlHmym",1
"heaven","الجنة","Aljnp",1
"heavenly","سماوي","smAwy",1
"helped","ساعد","sAEd",1
"helpful","مفيد","mfyd",1
"helping","مساعدة","msAEdp",1
"hero","بطل","bTl",1
"heroic","بطولي","bTwly",1
"heroically","بطولي","bTwly",1
"heroine","بطلة","bTlp",1
"heroize","heroize","heroize",1
"heros","الابطال","AlAbTAl",1
"high-quality","جودة عالية","jwdp EAlyp",1
"high-spirited","مبتهج","mbthj",1
"hilarious","جذل","j*l",1
"holy","مقدس","mqds",1
"homage","إجلال","AjlAl",1
"honest","صادق","SAdq",1
"honesty","أمانة","AmAnp",1
"honor","شرف","$rf",1
"honorable","مشرف","m$rf",1
"honored","تكريم","tkrym",1
"honoring","تكريم","tkrym",1
"hooray","الصيحة","AlSyHp",1
"hopeful","متفائل","mtfA}l",1
"hospitable","مضياف","mDyAf",1
"hot","حار","HAr",1
"hotcake","كعكة ساخنة","kEkp sAxnp",1
"hotcakes","كعكات ساخنة","kEkAt sAxnp",1
"hottest","سخونة","sxwnp",1
"hug","عناق","EnAq",1
"humane","إنساني","AnsAny",1
"humble","متواضع","mtwADE",1
"humility","تواضع","twADE",1
"humor","فكاهة","fkAhp",1
"humorous","فكه","fkh",1
"humorously","بخفة دم","bxfp dm",1
"humour","فكاهة","fkAhp",1
"humourous","هوموروس","hwmwrws",1
"ideal","المثالي","AlmvAly",1
"idealize","كون مثلا","kwn mvlA",1
"ideally","من الناحية المثالية","mn AlnAHyp AlmvAlyp",1
"idol","المعبود","AlmEbwd",1
"idolize","أله","Alh",1
"idolized","يحظى بشعبية جارفة","yHZy b$Ebyp jArfp",1
"idyllic","ملحن على نحو رعوي","mlHn Ely nHw rEwy",1
"illuminate","أنار","AnAr",1
"illuminati","المتنورين","Almtnwryn",1
"illuminating","منور","mnwr",1
"illumine","أضاء","ADA'",1
"illustrious","شهير","$hyr",1
"ilu","ILU","ILU",1
"imaculate","إيماكولاتي","AymAkwlAty",1
"imaginative","خيالي","xyAly",1
"immaculate","طاهر","TAhr",1
"immaculately","تصرف بطريقة صحيحة","tSrf bTryqp SHyHp",1
"immense","هائل","hA}l",1
"impartial","غير متحيز","gyr mtHyz",1
"impartiality","نزاهة","nzAhp",1
"impartially","نزيه","nzyh",1
"impassioned","ملتهب","mlthb",1
"impeccable","معصوم من الخطأ","mESwm mn AlxTA",1
"impeccably","منزه","mnzh",1
"important","مهم","mhm",1
"impress","تأثير","tAvyr",1
"impressed","تأثرت","tAvrt",1
"impresses","الأختام","AlAxtAm",1
"impressive","مثير للإعجاب","mvyr llAEjAb",1
"impressively","لافت","lAft",1
"impressiveness","المؤثر في","AlmWvr fy",1
"improve","تحسن","tHsn",1
"improved","تحسن","tHsn",1
"improvement","تحسن","tHsn",1
"improvements","تحسينات","tHsynAt",1
"improves","يحسن","yHsn",1
"improving","تحسين","tHsyn",1
"incredible","لا يصدق","lA ySdq",1
"incredibly","لا يصدق","lA ySdq",1
"indebted","المثقلة","Almvqlp",1
"individualized","فردية","frdyp",1
"indulgence","تساهل","tsAhl",1
"indulgent","متسامح","mtsAmH",1
"industrious","كادح","kAdH",1
"inestimable","لا يقدر","lA yqdr",1
"inestimably","inestimably","inestimably",1
"inexpensive","غير مكلف","gyr mklf",1
"infallibility","العصمة","AlESmp",1
"infallible","معصوم","mESwm",1
"infallibly","لا يشوبها خطأ","lA y$wbhA xTA",1
"influential","مؤثر","mWvr",1
"ingenious","مبتكر","mbtkr",1
"ingeniously","مبدع","mbdE",1
"ingenuity","براعة","brAEp",1
"ingenuous","ساذج","sA*j",1
"ingenuously","صريح","SryH",1
"innocuous","غير ضار","gyr DAr",1
"innovation","ابتكار","AbtkAr",1
"innovative","مبتكرة","mbtkrp",1
"inpressed","inpressed","inpressed",1
"insightful","الثاقبة","AlvAqbp",1
"insightfully","بصيرة","bSyrp",1
"inspiration","إلهام","AlhAm",1
"inspirational","ملهمة","mlhmp",1
"inspire","ألهم","Alhm",1
"inspiring","مثير","mvyr",1
"instantly","فورا","fwrA",1
"instructive","تعليمي","tElymy",1
"instrumental","دور فعال","dwr fEAl",1
"integral","التكامل","AltkAml",1
"integrated","المتكاملة","AlmtkAmlp",1
"intelligence","ذكاء","*kA'",1
"intelligent","ذكي","*ky",1
"intelligible","واضح","wADH",1
"interesting","ممتع","mmtE",1
"interests","الإهتمامات","AlAhtmAmAt",1
"intimacy","ألفة","Alfp",1
"intimate","حميم","Hmym",1
"intricate","معقد","mEqd",1
"intrigue","دسيسة","dsysp",1
"intriguing","مثيرة للاهتمام","mvyrp llAhtmAm",1
"intriguingly","يثير الاهتمام والفضول","yvyr AlAhtmAm wAlfDwl",1
"intuitive","حدسي","Hdsy",1
"invaluable","نفيس","nfys",1
"invaluablely","invaluablely","invaluablely",1
"inventive","مبدع","mbdE",1
"invigorate","نشط","n$T",1
"invigorating","تنشيط","tn$yT",1
"invincibility","لا تقهر","lA tqhr",1
"invincible","لا يقهر","lA yqhr",1
"inviolable","لا تنتهك حرمته","lA tnthk Hrmth",1
"inviolate","لا تنتهك حرمته","lA tnthk Hrmth",1
"invulnerable","منيع","mnyE",1
"irreplaceable","لا بديل له","lA bdyl lh",1
"irreproachable","لا عيب فيه","lA Eyb fyh",1
"irresistible","لا يقاوم","lA yqAwm",1
"irresistibly","لا يقاوم","lA yqAwm",1
"issue-free","خالية من القضية","xAlyp mn AlqDyp",1
"jaw-droping","الفك droping","Alfk droping",1
"jaw-dropping","الفك اسقاط","Alfk AsqAT",1
"jollify","jollify","jollify",1
"jolly","المرح","AlmrH",1
"jovial","مرح","mrH",1
"joy","فرح","frH",1
"joyful","سعيد","sEyd",1
"joyfully","بفرح","bfrH",1
"joyous","مبتهج","mbthj",1
"joyously","ابتهجنا","AbthjnA",1
"jubilant","متهلل","mthll",1
"jubilantly","جذلا","j*lA",1
"jubilate","تهلل","thll",1
"jubilation","ابتهاج","AbthAj",1
"jubiliant","jubiliant","jubiliant",1
"judicious","حصيف","HSyf",1
"justly","بالعدل","bAlEdl",1
"keen","متحمس","mtHms",1
"keenly","تماما","tmAmA",1
"keenness","حرص","HrS",1
"kid-friendly","صديقة للطفل","Sdyqp llTfl",1
"kindliness","عطف","ETf",1
"kindly","يرجى","yrjy",1
"kindness","لطف","lTf",1
"knowledgeable","المعرفة","AlmErfp",1
"kudos","مجد","mjd",1
"large-capacity","ذات قدرة كبيرة","*At qdrp kbyrp",1
"laud","سبح","sbH",1
"laudable","جدير بالثناء","jdyr bAlvnA'",1
"laudably","laudably","laudably",1
"lavish","مسرف","msrf",1
"lavishly","بسخاء","bsxA'",1
"law-abiding","مطيع للقانون","mTyE llqAnwn",1
"lawful","قانوني","qAnwny",1
"lawfully","يوجد على نحو قانوني","ywjd Ely nHw qAnwny",1
"lead","قيادة","qyAdp",1
"leading","قيادة","qyAdp",1
"leads","يؤدي","yWdy",1
"lean","ميل","myl",1
"led","الصمام","AlSmAm",1
"legendary","أسطوري","AsTwry",1
"leverage","نفوذ","nfw*",1
"levity","خفة","xfp",1
"liberate","حرر","Hrr",1
"liberation","تحرير","tHryr",1
"liberty","حرية","Hryp",1
"lifesaver","المنقذ","Almnq*",1
"light-hearted","أرعن","ArEn",1
"lighter","ولاعة","wlAEp",1
"likable","محبب","mHbb",1
"like","مثل","mvl",1
"liked","أحب","AHb",1
"likes","يحب","yHb",1
"liking","ميل","myl",1
"lionhearted","قلب الأسد","qlb AlAsd",1
"lively","بحيوية","bHywyp",1
"logical","منطقي","mnTqy",1
"long-lasting","طويلة الأمد","Twylp AlAmd",1
"lovable","محبوب","mHbwb",1
"lovably","lovably","lovably",1
"love","الحب","AlHb",1
"loved","أحب","AHb",1
"loveliness","سحر","sHr",1
"lovely","جميل","jmyl",1
"lover","حبيب","Hbyb",1
"loves","يحب","yHb",1
"loving","محب","mHb",1
"low-cost","منخفضة التكلفة","mnxfDp Altklfp",1
"low-price","سعر منخفض","sEr mnxfD",1
"low-priced","رخيص","rxyS",1
"low-risk","خطر قليل","xTr qlyl",1
"lower-priced","أغلى أقل","Agly Aql",1
"loyal","مخلص","mxlS",1
"loyalty","ولاء","wlA'",1
"lucid","واضح","wADH",1
"lucidly","مشرق","m$rq",1
"luck","حظ","HZ",1
"luckier","حظا","HZA",1
"luckiest","حظا","HZA",1
"luckiness","luckiness","luckiness",1
"lucky","محظوظ","mHZwZ",1
"lucrative","مربح","mrbH",1
"luminous","مضيء","mDy'",1
"lush","ثمل","vml",1
"luster","بريق","bryq",1
"lustrous","لامع","lAmE",1
"luxuriant","مترف","mtrf",1
"luxuriate","تكاثر","tkAvr",1
"luxurious","فاخر","fAxr",1
"luxuriously","بترف","btrf",1
"luxury","ترف","trf",1
"lyrical","قيثاري","qyvAry",1
"magic","سحر","sHr",1
"magical","سحري","sHry",1
"magnanimous","شهم","$hm",1
"magnanimously","برحابة صدر","brHAbp Sdr",1
"magnificence","روعة","rwEp",1
"magnificent","مهيب","mhyb",1
"magnificently","رائع","rA}E",1
"majestic","مهيب","mhyb",1
"majesty","عظمة","EZmp",1
"manageable","التحكم","AltHkm",1
"maneuverable","المناورة","AlmnAwrp",1
"marvel","أعجوبة","AEjwbp",1
"marveled","فتعجب","ftEjb",1
"marvelled","فتعجب","ftEjb",1
"marvellous","رائع","rA}E",1
"marvelous","رائع","rA}E",1
"marvelously","رائع","rA}E",1
"marvelousness","marvelousness","marvelousness",1
"marvels","الاعاجيب","AlAEAjyb",1
"master","سيد","syd",1
"masterful","بارع","bArE",1
"masterfully","ببراعة","bbrAEp",1
"masterpiece","تحفة","tHfp",1
"masterpieces","روائع","rwA}E",1
"masters","الماجستير","AlmAjstyr",1
"mastery","براعة","brAEp",1
"matchless","لا مثيل له","lA mvyl lh",1
"mature","ناضج","nADj",1
"maturely","بنضج","bnDj",1
"maturity","نضج","nDj",1
"meaningful","ذو معنى","*w mEny",1
"memorable","بارز","bArz",1
"merciful","رحيم","rHym",1
"mercifully","الحمد لله","AlHmd llh",1
"mercy","رحمة","rHmp",1
"merit","جدارة","jdArp",1
"meritorious","جدير بالتقدير","jdyr bAltqdyr",1
"merrily","بمرح","bmrH",1
"merriment","بهجة","bhjp",1
"merriness","merriness","merriness",1
"merry","مرح","mrH",1
"mesmerize","فتن","ftn",1
"mesmerized","فتن","ftn",1
"mesmerizes","تأسر","tAsr",1
"mesmerizing","يفتن","yftn",1
"mesmerizingly","mesmerizingly","mesmerizingly",1
"meticulous","موسوس","mwsws",1
"meticulously","بدقة","bdqp",1
"mightily","بقوة","bqwp",1
"mighty","عظيم","EZym",1
"mind-blowing","العقل تهب","AlEql thb",1
"miracle","معجزة","mEjzp",1
"miracles","المعجزات","AlmEjzAt",1
"miraculous","معجز","mEjz",1
"miraculously","بأعجوبة","bAEjwbp",1
"miraculousness","الإعجاز","AlAEjAz",1
"modern","حديث","Hdyv",1
"modest","متواضع","mtwADE",1
"modesty","تواضع","twADE",1
"momentous","خطير","xTyr",1
"monumental","هائل","hA}l",1
"monumentally","تذكاري","t*kAry",1
"morality","أخلاقية","AxlAqyp",1
"motivated","الدافع","AldAfE",1
"multi-purpose","متعددة الأغراض","mtEddp AlAgrAD",1
"navigable","صالح للملاحة","SAlH llmlAHp",1
"neat","أنيق","Anyq",1
"neatest","أبرع","AbrE",1
"neatly","بعناية","bEnAyp",1
"nice","لطيف","lTyf",1
"nicely","برقة","brqp",1
"nicer","أجمل","Ajml",1
"nicest","اجمل","Ajml",1
"nifty","أنيق","Anyq",1
"nimble","رشيق","r$yq",1
"noble","النبيل","Alnbyl",1
"nobly","بنبل","bnbl",1
"noiseless","بلا ضجة","blA Djp",1
"non-violence","اللاعنف","AllAEnf",1
"non-violent","غير عنيفة","gyr Enyfp",1
"notably","لا سيما","lA symA",1
"noteworthy","جدير بالملاحظة","jdyr bAlmlAHZp",1
"nourish","ربى","rby",1
"nourishing","مغذ","mg*",1
"nourishment","تغذية","tg*yp",1
"novelty","حداثة","HdAvp",1
"nurturing","تغذية","tg*yp",1
"oasis","واحة","wAHp",1
"obsession","هاجس","hAjs",1
"obsessions","الهواجس","AlhwAjs",1
"obtainable","يمكن الحصول عليها","ymkn AlHSwl ElyhA",1
"openly","بكل صراحة","bkl SrAHp",1
"openness","انفتاح","AnftAH",1
"optimal","الأمثل","AlAmvl",1
"optimism","التفاؤل","AltfAWl",1
"optimistic","متفائل","mtfA}l",1
"opulent","وفرة","wfrp",1
"orderly","منظم","mnZm",1
"originality","أصالة","ASAlp",1
"outdo","تغلب","tglb",1
"outdone","يتفوق عليها","ytfwq ElyhA",1
"outperform","يتفوق","ytfwq",1
"outperformed","تفوقت","tfwqt",1
"outperforming","تفوق","tfwq",1
"outperforms","يتفوق","ytfwq",1
"outshine","تألق","tAlq",1
"outshone","تفوقت","tfwqt",1
"outsmart","فاقه دهاء وحيلة","fAqh dhA' wHylp",1
"outstanding","معلقة","mElqp",1
"outstandingly","رائع","rA}E",1
